23.04.2023 09:31:16.419 [main] INFO   o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.epam.finalProject.Railwayticketoffice.RailwayTicketOfficeApplication for test class com.example.epam.finalProject.Railwayticketoffice.RailwayTicketOfficeApplicationTests
23.04.2023 09:31:16.466 [main] INFO   c.e.e.f.R.RailwayTicketOfficeApplicationTests - Starting RailwayTicketOfficeApplicationTests using Java 17.0.3.1 with PID 12892 (started by Полина in C:\Users\Полина\Documents\GitHub\Railway-ticket-office)
23.04.2023 09:31:16.466 [main] INFO   c.e.e.f.R.RailwayTicketOfficeApplicationTests - No active profile set, falling back to 1 default profile: "default"
23.04.2023 09:31:16.747 [main] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
23.04.2023 09:31:16.763 [main] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 6 JPA repository interfaces.
23.04.2023 09:31:16.904 [main] INFO   o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
23.04.2023 09:31:16.904 [main] INFO   c.z.h.HikariDataSource - HikariPool-2 - Starting...
23.04.2023 09:31:16.919 [main] INFO   c.z.h.p.HikariPool - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@31137f4d
23.04.2023 09:31:16.919 [main] INFO   c.z.h.HikariDataSource - HikariPool-2 - Start completed.
23.04.2023 09:31:16.935 [main] INFO   SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
23.04.2023 09:31:17.095 [main] INFO   o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
23.04.2023 09:31:17.095 [main] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
23.04.2023 09:31:17.284 [main] WARN   o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
23.04.2023 09:31:17.429 [main] INFO   o.s.s.w.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@162ccd19, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@674f22ce, org.springframework.security.web.context.SecurityContextHolderFilter@30587737, org.springframework.security.web.header.HeaderWriterFilter@3adbfd16, org.springframework.security.web.authentication.logout.LogoutFilter@21bf94d3, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4be8c1bb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5672920, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@377bc8da, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5e83badc, org.springframework.security.web.access.ExceptionTranslationFilter@22120799, org.springframework.security.web.access.intercept.AuthorizationFilter@7479b19a]
23.04.2023 09:31:17.570 [main] INFO   c.e.e.f.R.RailwayTicketOfficeApplicationTests - Started RailwayTicketOfficeApplicationTests in 1.138 seconds (process running for 11.768)
23.04.2023 09:31:17.617 [SpringApplicationShutdownHook] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
23.04.2023 09:31:17.632 [SpringApplicationShutdownHook] INFO   c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated...
23.04.2023 09:31:17.648 [SpringApplicationShutdownHook] INFO   c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed.
23.04.2023 09:31:17.648 [SpringApplicationShutdownHook] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
23.04.2023 09:31:17.648 [SpringApplicationShutdownHook] INFO   c.z.h.HikariDataSource - HikariPool-2 - Shutdown initiated...
23.04.2023 09:31:17.663 [SpringApplicationShutdownHook] INFO   c.z.h.HikariDataSource - HikariPool-2 - Shutdown completed.
23.04.2023 09:31:47.526 [main] INFO   o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.epam.finalProject.Railwayticketoffice.services.StopServiceIntegrationTest]: StopServiceIntegrationTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
23.04.2023 09:31:47.711 [main] INFO   o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.epam.finalProject.Railwayticketoffice.RailwayTicketOfficeApplication for test class com.example.epam.finalProject.Railwayticketoffice.services.StopServiceIntegrationTest
23.04.2023 09:31:47.939 [main] INFO   o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.epam.finalProject.Railwayticketoffice.services.UserServiceIntegrationTest]: UserServiceIntegrationTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
23.04.2023 09:31:47.939 [main] INFO   o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.epam.finalProject.Railwayticketoffice.RailwayTicketOfficeApplication for test class com.example.epam.finalProject.Railwayticketoffice.services.UserServiceIntegrationTest
23.04.2023 09:31:47.954 [main] INFO   o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.epam.finalProject.Railwayticketoffice.services.StationServiceIntegrationTest]: StationServiceIntegrationTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
23.04.2023 09:31:47.954 [main] INFO   o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.epam.finalProject.Railwayticketoffice.RailwayTicketOfficeApplication for test class com.example.epam.finalProject.Railwayticketoffice.services.StationServiceIntegrationTest
23.04.2023 09:31:49.363 [main] INFO   c.e.e.f.R.s.StopService - StopService: method 'createNewRoute'
23.04.2023 09:31:49.441 [main] INFO   c.e.e.f.R.s.StopService - StopService: method 'change'
23.04.2023 09:31:49.441 [main] INFO   c.e.e.f.R.s.StopService - StopService: method 'delete'
23.04.2023 09:31:49.457 [main] INFO   c.e.e.f.R.s.StopService - StopService: method 'addStop'
23.04.2023 09:31:49.457 [main] INFO   c.e.e.f.R.s.StopService - StopService: method 'check'
